"ID";"Questao";"Área"
"43";"Em 1995, os Jenipapo-Kanindé quebraram a tradição da
sucessão masculina e nomearam Maria de Lourdes da Conceição
Alves como sua líder. Desde então, a Cacique Pequena guia o
povo em grandes batalhas pelo direito a terra, educação, saúde
e cidadania. Hoje, a anciã de 73 anos prepara duas filhas para
lhe sucederem quando ela “tombar e pai Tupã a levar”.
Hoje, 129 famílias do município de Aquiraz são reconhecidas
pela Fundação Nacional dos Povos Indígenas (Funai) como
indígenas, principal luta de Pequena para o seu povo desde
o início. “Em 1995, fui a Brasília e tive a oportunidade de
conversar com o presidente da Funai. Pedi que mandasse o
povo dele na aldeia para fazer o estudo da nossa mãe-terra
e de nós”. Dois anos depois, vieram os antropólogos, que
concluíram: “Nós era índio sim!”, diz ela.
Há cerca de oito anos, Pequena adoeceu e ficou entre a
vida e a morte. Nesse momento, precisou escolher, entre os
16 filhos, quem assumiria sua missão quando partisse. Reunida,
a família decidiu sobre a sucessão. “Disseram que, como eu
era a primeira cacique mulher do Ceará, acharam melhor eu
colocar duas filhas”.
Disponível em: www.sesc-ce.com.br. Acesso em: 15 set. 2024 (adaptado).
Ao abordar a realidade da etnia Jenipapo-Kanindé, essa
reportagem cumpre uma função social quando destaca o(a)
A quantidade de famílias indígenas em Aquiraz.
B força da tradição nas comunidades indígenas.
C estudo sobre a demarcação das terras indígenas.
D protagonismo feminino na linha sucessória desse povo.
E reconhecimento dessa comunidade pelo governo brasileiro.";"LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS"
"44";"Porque ler para crianças é um ato de amor
Parece que, com o avanço da tecnologia, os livros têm
enfrentado cada vez mais concorrência. Por isso, é nossa
função lembrar a importância da leitura em todas as fases
da vida, mas principalmente na primeira infância (entre 0 e
5 anos), quando o desenvolvimento das crianças acontece de
forma mais intensa.
O ato de ler com uma criança ou ler para ela vai muito além
de apenas aproveitar uma história em conjunto. É um laço de
amorosidade, porque oferece a ela ferramentas que vão ajudá-
la a crescer forte e independente.
Se você precisa de uma motivação extra para entrar nessa
rede de incentivo, fique ligado nos motivos a seguir. Adotar
esse hábito em casa:
1 – cria um laço emocional com a criança;
2 – ajuda no desenvolvimento das capacidades cognitivas;
3 – ensina sobre o mundo;
4 – incentiva o processamento de informações e a imaginação.
Disponível em: www.huffpost.com.br.
Acesso em: 22 maio 2018 (adaptado).
ENEM
LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS E REDAÇÃO | 1º DIA |
M2025
Para persuadir o interlocutor sobre a importância de ler para as
crianças, esse texto recorre à estratégia de
A propor uma condição aos pais, pelo emprego da conjunção “se”.
B relativizar a opinião apresentada pelo autor, com o uso de
“Parece que”.
C empregar uma linguagem metafórica, com o uso da expressão
“laço de amorosidade”.
D enumerar razões pertinentes a esse ato, como no exemplo
“ensina sobre o mundo”.
E implicar o autor do texto como corresponsável pela campanha,
pelo uso de “é nossa função”.";"LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS"
"45";"A artista Marija Tiurina criou uma série chamada Palavras
intraduzíveis, com diversas ilustrações detalhadas que
transmitem o sentido desses vocábulos, que nenhuma palavra
única em outras línguas pode descrever.
ROMANZOTI, N. 9 desenhos que ilustram palavras sem tradução
para o português. Disponível em: https://hypescience.com.
Acesso em: 10 jun. 2019 (adaptado).
O uso do texto verbal nesse desenho assume a função de
A descrever de forma técnica a ilustração.
B destacar os múltiplos sentidos do verbete.
C explicar o significado da expressão ilustrada.
D apresentar termos equivalentes em outras línguas.
E apontar para a dificuldade de compreensão do termo.
M2025
| CADERNO 1 | AZUL 19
ENEM
PROPOSTA D
A partir da leitura dos textos motivadores e com base nos co
texto dissertativo-argumentativo em modalidade escrita form
envelhecimento na sociedade brasileira”, apresentando propos
organize e relacione, de forma coerente e coesa, argumentos e
TEXTO I
Em 2022, o total de pessoas com 65 anos de idade ou
mais no país chegou a 10,9% da população, com alta de 57,4%
frente a 2010, quando esse contingente era 7,4% da população.
É o que revelam os resultados do universo da população do
Brasil desagregada por idade e sexo do Censo Demográfico
2022. “O Estatuto do Idoso define como idoso a pessoa de
60 anos ou mais. O corte de 65 anos ou mais foi utilizado nessa
análise para manter comparabilidade internacional e com outras
pesquisas que utilizam essa faixa etária, como de mercado de
trabalho”, justifica a gerente de Estudos e Análises da Dinâmica
Demográfica do IBGE. O aumento da população de 65 anos ou
mais e a diminuição da parcela da população de até 14 anos no
mesmo período, que passou de 24,1% para 19,8%, evidenciam
o franco envelhecimento da população brasileira.
GOMES, I.; BRITTO, V. Censo 2022. Disponível em:
https://agenciadenoticias.ibge.gov.br.
Acesso em: 21 maio 2025 (adaptado).
TEXTO II
Um movimento na internet, contrário ao pictograma com a
bengala para os idosos, iniciou uma campanha para modificar essa
imagem. A empreitada coletiva acabou com a elaboração de um
novo desenho, uma figura mais altiva, ao lado da inscrição “60+”.
Disponível em: www12.senado.leg.br. Acesso em: 21 maio 2025.
TEXTO III
A velhice é tempo de se retratar consigo mesma, de falar
da doença, da sexualidade, do tédio e da liberdade de não se
encaixar mais nas expectativas sociais. “A velhice não é doença.
É destino”, escreve Rita Lee. Mas ela mesma mostra que esse
destino não é sinônimo de mero encaminhamento para o fim —
é campo de novas escolhas, inclusive a de desafiar estereótipos
reservados para essa fase da vida.
A atriz Fernanda Montenegro, 95 anos, oferece em suas
memórias uma síntese luminosa desse gesto de habitar o tempo
com dignidade: “A velhice é o tempo em que a vida já foi vivida
e, por isso mesmo, pode finalmente ser olhada de frente, sem
o pânico do ineditismo”.
Disponível em: https://rascunho.com.br. Acesso em: 17 maio 2025.
ENEN2
20 LINGUAGENS, CÓDIG
M2025
DE REDAÇãO
onhecimentos construídos ao longo de sua formação, redija um
mal da língua portuguesa sobre o tema “Perspectivas acerca do
sta de intervenção que respeite os direitos humanos. Selecione,
e fatos para a defesa de seu ponto de vista.
TEXTO IV
Um novo estereótipo: o “velho ativo”, saudável e com
recursos pressiona o “velho inativo”, doente e pobre. Nem todos
os idosos têm recursos à disposição para aderir a essa corrida.
Idosos são os principais mantenedores dos lares
Disponível em: g1.globo.com. Acesso em: 4 jun. 2025 (adaptado).
TEXTO V
Dona Maria Rita era tão antiga que na casa da filha estavam
habituados a ela como a um móvel velho. Ela não era novidade
para ninguém. Mas nunca lhe passara pela cabeça que era uma
solitária. Só que não tinha nada para fazer. Era um lazer forçado
que em certos momentos se tornava lancinante: nada tinha a
fazer no mundo. Senão viver como um gato, como um cachorro.
Seu ideal era ser dama de companhia de alguma senhora, mas
isso nem se usava mais e mesmo ninguém acreditaria nos
seus fortes setenta e sete anos, pensariam que era uma fraca.
Não fazia nada, fazia só isso: ser velha. Às vezes ficava deprimida:
achava que não servia a nada, não servia sequer a Deus.
LISPECTOR, C. Onde estivestes de noite.
Rio de Janeiro: Francisco Alves, 1974.
TEXTO VI
Quem tem direito de viver mais?
O documentário Quantos dias. Quantas noites busca
investigar quem, afinal, tem direito a uma vida longa no Brasil.
“São inúmeros os marcadores que definem quem vai viver e
quem vai sucumbir diante de uma realidade imposta por um
sistema bastante perverso”, afirma o diretor do documentário.
“O envelhecimento leva a maioria das pessoas a um
declínio funcional. Mas, se você chega aos 75 tendo acumulado
desigualdades, principalmente pelo racismo, é muito difícil
sobreviver com qualidade de vida”, diz um médico gerontólogo.
Disponível em: g1.globo.com. Acesso em: 10 jun. 2025 (adaptado).
2025
GOS E SUAS TECNOLOGIAS E REDAÇÃO | 1º DIA | CADERNO 1 | AZUL
INSTRUÇÕES PARA A REDAÇãO
1. O rascunho da redação deve ser feito no espaço apropriado.
2. O texto definitivo deve ser escrito à tinta preta, na folha própria, em até 30 (trinta) linhas.
3. A redação que apresentar cópia dos textos da Proposta de Redação ou do Caderno de Questões terá o número de linhas
copiadas desconsiderado para a contagem de linhas.
4. Receberá nota zero, em qualquer das situações expressas a seguir, a redação que:
4.1. tiver até 7 (sete) linhas escritas, sendo considerada “texto insuficiente”;
4.2. fugir ao tema ou não atender ao tipo dissertativo-argumentativo;
4.3. apresentar parte do texto deliberadamente desconectada do tema proposto;
4.4. apresentar nome, assinatura, rubrica ou outras formas de identificação no espaço destinado ao texto.
1
2
3
4
5
6
7
8
O
9
H
10
N
11 O
U
12 ã
C
13 Ç
S
14 A A
15 R D
16 E
R
17
18 A
19 D
20
21
22
23
24
25
26
27
28
29
30
CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS
Questões de 46 a 90";"LINGUAGENS, CÓDIGOS E SUAS TECNOLOGIAS"
"46";"Macedônia do Norte
Acordo entra em vigor e país muda oficialmente de nome
Entrou em vigor, em 2019, o acordo que determina a mudança de nome da Macedônia para Macedônia do Norte. A troca
põe fim — ao menos por enquanto — no impasse entre essa antiga república da Iugoslávia e a vizinha Grécia. O governo grego
se opunha ao uso do nome Macedônia pelo novo país vizinho porque a Grécia tem uma província no norte com o mesmo nome.
Por causa desse impasse, a Grécia bloqueou as negociações de adesão de seu vizinho à União Europeia. Depois de negociações,
as duas partes chegaram a um acordo.
Disponível em: https://g1.globo.com. Acesso em: 7 nov. 2021 (adaptado).
Para o país originado da antiga Iugoslávia, a mudança de nome é uma estratégia política para
A criar a moeda própria.
B proteger a cultura local.
C subjugar a minoria étnica.
D expandir o território nacional.
E intensificar a integração regional.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"47";"Concentração de CO por queimadas entre África e Brasil em 30 de agosto de 2019
2
Disponível em: https://noticias.uol.com.br. Acesso em: 10 out. 2019 (adaptado).
A dispersão espacial do problema ambiental representado na imagem de satélite é explicada pela seguinte característica geográfica:
A Amplitude das temperaturas médias.
B Homogeneidade da insolação anual.
C Ocorrência de chuvas de relevo.
D Circulação de massas de ar.
E Ausência de frentes frias.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"48";"A credulidade dos ouvintes aumenta o descaramento do narrador, e o descaramento deste conquista-lhes a credulidade.
A eloquência, quando levada a seu patamar mais alto, deixa pouco lugar à razão ou à reflexão, mas, dirigindo-se inteiramente
à imaginação e aos afetos, cativa os ouvintes condescendentes e subjuga-lhes o entendimento.
HUME, D. Uma investigação sobre o entendimento humano e sobre os princípios da moral. São Paulo: Edunesp, 2003.
No contexto do século XVIII, o autor propõe uma reflexão radical acerca da arte da eloquência, restringindo-a ao
A sistema de crenças, conforme a proposta kantiana de objetividade do conhecimento.
B campo dos absolutos, semelhante ao entendimento medieval dos Universais.
C domínio da lógica, consoante a compreensão aristotélica nos Analíticos.
D paradigma da racionalidade, alinhado ao modelo cartesiano de método.
E âmbito da persuasão, análogo às críticas platônicas aos sofistas.
22 
ENEM";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"49";"TEXTO I
CARLEVARIS, L. La piazetta (detalhe). Óleo sobre tela, 49 × 41 cm.
Ashmolean Museum, Oxford, 1729.
Disponível em: www.meinsterart.de. Acesso em: 13 dez. 2017.
TEXTO II
Antigo centro da economia mundo-europeia do século XV,
no final do século XVII e início do século XVIII, Veneza ainda era
uma cidade cosmopolita onde orientais podiam sentir-se em casa.
BRAUDEL, F. O tempo do mundo. São Paulo:
Martins Fontes, 1979 (adaptado).
Qual elemento da condição cosmopolita de Veneza na Idade
Moderna está explicitado nos textos?
A Avanço do ensino laico.
B Conquista das terras da América.
C Integração do comércio mediterrâneo.
D Popularização do pensamento humanista.
E Desenvolvimento das corporações de ofício.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"50";"O direito não é a justiça. O direito é o elemento do cálculo,
é justo que haja um direito, mas a justiça é incalculável, ela exige
que se calcule o incalculável; e as experiências aporéticas são
experiências tão improváveis quanto necessárias da justiça,
isto é, são momentos em que a decisão entre o justo e o injusto
nunca é garantida por uma regra.
DERRIDA, J. Força de lei. São Paulo: Martins Fontes, 2010 (adaptado).
ENEM
M2025
De acordo com o texto, ainda que estejam em desconformidade
com o ordenamento jurídico, são exemplos de ação justa:
A Casos de desobediência civil.
B Repressões do aparato estatal.
C Conflitos de natureza intercontinental.
D Manifestações do movimento sindical.
E Mobilizações de agremiações estudantis.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"51";"Sinal fechado
Olá, como vai?
Eu vou indo e você, tudo bem?
Tudo bem, eu vou indo, correndo
Pegar meu lugar no futuro, e você?
Tudo bem, eu vou indo em busca
De um sono tranquilo, quem sabe?
Quanto tempo...
Pois é, quanto tempo...
Me perdoe a pressa
É a alma dos nossos negócios...
Oh, não tem de que
Eu também só ando a cem
Quando é que você telefona?
Precisamos nos ver por aí
Pra semana, prometo,
Talvez nos vejamos, quem sabe?
Quanto tempo...
Pois é, quanto tempo...
Tanta coisa que eu tinha a dizer
Mas eu sumi na poeira das ruas
Eu também tenho algo a dizer
Mas me foge a lembrança
Por favor, telefone, eu preciso beber
Alguma coisa rapidamente
Pra semana...
O sinal...
Eu procuro você...
Vai abrir! Vai abrir!
Prometo, não esqueço
Por favor, não esqueça
Não esqueço, não esqueço
Adeus...
PAULINHO DA VIOLA. Foi um rio que passou em minha vida.
Rio de Janeiro: Odeon, 1970.
A letra da canção apresenta a permanência de uma situação da
vida cotidiana ao destacar a
A diminuição do comportamento competitivo.
B importância da memória coletiva.
C redução da mobilidade urbana.
D efemeridade dos vínculos de afetividade.
E obsolescência dos meios de comunicação.
M2025
AZUL 23
ENEM";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"52";"Não há consenso em torno do nome dado à pandemia,
tendo, desde o seu início, sido chamada de gripe espanhola
provavelmente por causa da desinformação em torno da notícia
sobre sua origem. Uma das hipóteses deriva da neutralidade
espanhola na Primeira Guerra Mundial e a consequente
liberdade de imprensa naquele país, maior do que nos demais
países envolvidos no conflito. Hoje existe o consenso entre
virologistas e epidemiologistas de que o vírus da gripe não se
originou na Espanha. Entretanto, dificilmente essa pandemia
deixará de ser conhecida como gripe espanhola.
KLAJMAN, C. A gripe sob a ótica da história ecológica.
História Revista, n. 3, set.-dez. 2015 (adaptado).
De acordo com o texto, a denominação recebida pela pandemia
do começo do século XX foi determinada pelo(a)
A precariedade dos conhecimentos da medicina militar.
B retaliação da tríplice aliança aos soldados desertores.
C controle dos relatos oriundos de campos de batalha.
D emprego de armas biológicas em confrontos transnacionais.
E circulação de refugiados contaminados em áreas conflagradas.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"53";"TEXTO I
A partir do século IV, com os imperadores ditos cristãos,
o teatro e a dança foram condenados. O batismo era recusado aos
que atuavam no circo ou na pantomima. E em 398, no Concílio de
Cartago, os que iam ao teatro nos dias santos foram excomungados.
DINIZ, T.; SANTOS, G. História da dança. Disponível em: www.uel.br.
Acesso em: 18 out. 2023.
TEXTO II
A dança no ato litúrgico cumpre tanto um papel de adoração
quanto mercadológico. Não à toa há aceitação, expansão
e investimento nessa prática percebida massivamente pela
ampla divulgação principalmente nas redes sociais. A expansão
e ampliação por via de festivais, aulas, cursos, palestras etc.
consolida a criação de um mercado específico para esse público.
SANTOS, Z. Dança gospel. Salvador: UFBA, 2021.
A percepção sobre a dança e a cultura corporal apresenta
aspectos relacionados, respectivamente, a
A segregação social e intolerância eclesiástica.
B rituais eucarísticos e sacramentos da Igreja.
C transe individual e progresso intelectual.
D penitência pessoal e juramento coletivo.
E dogmatismo religioso e adesão de fiéis.
ENEN2
24 CIÊNC
M2025";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"54";"A ideia de êxodo urbano assume ares caricaturais. Pega a mais
reduzida parte da pirâmide social e projeta para todos seus desejos
defensivos. Se o êxodo urbano for compreendido como aquisição
de uma segunda residência, então não estamos, de fato, falando
de êxodo, mas da reversão de um excedente de renda de uma
pequena fração da elite para as franjas metropolitanas. Se o êxodo
urbano for compreendido como retorno aos municípios menos
povoados, então não estamos, de fato, falando de êxodo urbano,
mas de um movimento de migração de pessoas cuja estabilidade
no emprego e a elevada renda lhes permitem simular, nas ilhas
urbanas do interior agropecuário, a vida urbana metropolitana.
ARRAIS, T. A. O distópico êxodo urbano. Revista e, n. 11, maio 2021 (adaptado).
A crítica apresentada no texto evidencia uma dinâmica socioespacial
marcada pela
A valorização de tradições rurais.
B redução de plantações agrícolas.
C estagnação de atividades comerciais.
D precariedade de infraestruturas rodoviárias.
E seletividade de deslocamentos populacionais.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"55";"A “invenção” dessa nova anatomia política não deve
ser entendida como uma descoberta súbita. Mas como uma
multiplicidade de processos muitas vezes mínimos, de origens
diferentes, de localizações esparsas, que se recordam, que se
repetem, ou se imitam, apoiam-se uns sobre os outros e esboçam
aos poucos a fachada de um método geral. Encontramo-los
em funcionamento nos colégios, muito cedo; mais tarde, nas
escolas primárias, no espaço hospitalar e na organização militar.
FOUCAULT, M. Vigiar e punir. Petrópolis: Vozes, 2011.
O texto indica o seguinte aspecto da disciplina como ferramenta
política:
A Expansão das técnicas de suplício.
B Judicialização das relações de poder.
C Dissolução das distinções de nobreza.
D Capilarização das práticas de controle.
E Espetacularização das medidas de penitência.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"56";"Por séculos, o Rio Reno tem sido uma rota de navegação
confiável, ajudando a criar gigantes fabris ao longo de suas
margens. No entanto, esses dias parecem estar no fim, pois
o nível da água tem diminuído regularmente, o que impede a
navegação fluvial do final do verão até o outono. Isso mostra
como a crise climática atinge as economias dos países ricos.
Disponível em: www.estadao.com.br. Acesso em: 10 ago. 2023 (adaptado).
Qual é o efeito econômico do problema ambiental apresentado
no texto?
A Supressão da extração de minério.
B Intensificação da atividade de pesca.
C Encarecimento da logística de transporte.
D Inviabilização da agricultura de subsistência.
E Sucateamento da indústria de transformação.
2025
CIAS HUMANAS E SUAS TECNOLOGIAS | 1º DIA | CADERNO 1 | AZUL
ENEM";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"57";"Dos 10 aos 15 anos de idade, Virgínia adorava acompanhar
seu pai, aos domingos, naquela sinestésica Feira de São Cristóvão
(RJ), talvez por ser o maior elo que ela experimentava com o
mundo exterior à sua casa e, visto assim e agora, tão íntimo
e próximo de algo que ela ainda não sabia, mas que seria, no
futuro, a sua própria casa: a Paraíba. Dona Didi costurava, sob
medida, camisas sociais, bermudas, shorts, vestidos, saias,
sempre em casa e rodeada pelos quatro filhos pequenos do
casal, desdobrando-se para dar conta de toda a responsabilidade
sem trégua que isso demandava.
PASSOS, M. C. P. et al. apud SCARELI, G. A máquina de costura e os fios
da memória. Revista Brasileira de Pesquisa (Auto) Biográfica, n. 18,
maio-ago. 2021 (adaptado).
Os itinerários afetivos e socioespaciais mencionados no texto
associam-se à vida dos personagens por apresentarem
A histórias conectadas e recordações do lugar.
B direitos trabalhistas e produção industrial.
C preconceitos linguísticos e dinâmicas territoriais.
D lembranças fabris e discriminação dos operários.
E experiências profissionais e segregação regional.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"58";"Em 1872, havia mais de 1 milhão de votantes, correspondentes
a 13% da população livre. Em 1886, votaram nas eleições
parlamentares pouco mais de 100 mil eleitores, ou 0,8% da
população total. Houve um corte de quase 90% do eleitorado.
O dado é chocante, sobretudo se lembrarmos que a tendência
de todos os países europeus da época era na direção de ampliar
os direitos políticos. O mais grave é que esse retrocesso foi
duradouro. A Proclamação da República não alterou o quadro.
CARVALHO, J. M. Cidadania no Brasil. Rio de Janeiro:
Civilização Brasileira, 2002 (adaptado).
De acordo com o texto, a participação no processo eleitoral
brasileiro após a Reforma de 1881 sofreu uma variação que
se explica pela
A restrição de gênero.
B exclusão de imigrantes.
C comprovação de domicílio.
D exigência da alfabetização.
E obrigatoriedade do sufrágio.
ENEM
M2025";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"59";"Pela falta de chuvas, a geração de energia eólica, solar e
térmica atingiu níveis recordes em agosto de 2021, quando
as hidrelétricas ficaram com cerca de 50% do total. Para um
professor da Universidade Federal da Bahia, essa queda não
é uma surpresa. “Não aconteceu de uma hora para outra.
Se olharmos o mapa do Brasil, um dos grandes provedores de
água é a Floresta Amazônica. Se você diminui a floresta, diminui
a quantidade de água que vai para a atmosfera”, explica.
BORGES, T. O fantasma do apagão. Disponível em:
www.correio24horas.com.br. Acesso em:
9 out. 2021 (adaptado).
De acordo com o texto, a dificuldade na produção de energia
é causada pela alteração da(s)
A variável em pesquisas meteorológicas.
B paisagem em locais estratégicos.
C demandas em regiões industriais.
D metas em acordos climáticos.
E geologia em áreas naturais.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"60";"Adam Smith via o açougueiro e o padeiro não só como
indivíduos buscando seus interesses financeiros, mas como pessoas
moralmente motivadas dentro de uma sociedade. A base da moral
era a empatia e o julgamento, instaurando uma distinção entre o
que queremos fazer e o que sentimos que devemos fazer.
COLLIER, P. O futuro do capitalismo. Porto Alegre: LP&M, 2019.
O texto defende uma motivação capitalista para o campo dos
negócios, na qual o lucro se mostra associado à
A consolidação do poder político.
B procura de satisfação subjetiva.
C estruturação do monopólio comercial.
D percepção de responsabilidade ética.
E conquista do reconhecimento público.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"61";"O corpo de cidadãos é o poder supremo dos Estados.
A supremacia pode residir ou num homem, ou na minoria,
ou em todos. Sempre que o Um, ou a Minoria, ou Todos governam,
tendo em vista o bem-estar comum, essas constituições são
justas; mas se procuram apenas o benefício de uma das partes,
seja ela o Um, a Minoria ou Todos, estabelece-se um desvio.
ARISTÓTELES. Política. São Paulo: Nova Cultural, 2000.
No excerto encontra-se a base da teoria clássica das três formas
de governo representadas pela
A tirania, oligarquia e república.
B burocracia, autarquia e império.
C ditadura, autocracia e anarquia.
D plutocracia, tecnocracia e demagogia.
E monarquia, aristocracia e democracia.
M2025
AZUL 25";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"62";"Para que a utopia nasça, é preciso duas condições. A primeira é a forte sensação de que o mundo não está funcionando adequadamente
e deve ter seus fundamentos revistos para que se reajuste. A segunda condição é a existência de uma confiança no potencial humano
à altura da tarefa de reformar o mundo, a crença de que nós, seres humanos, podemos fazê-lo, sendo capazes de perceber o que
está errado com o mundo, o que precisa ser modificado, quais são os pontos problemáticos, e ter força e coragem para extirpá-los.
BAUMAN, Z. apud OLIVEIRA, D. Bauman: para que a utopia renasça, é preciso confiar no potencial humano. Revista Cult, jan. 2017.
De acordo com o autor, qual é a função da utopia no contexto das transformações sociais?
A Habilitar memórias afetivas.
B Apontar alternativas possíveis.
C Legitimar experiências pretéritas.
D Perpetuar paradigmas científicos.
E Empreender soluções conclusivas.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"63";"Produção e exportações brasileiras no ranking mundial em 2019
Fonte: USDA, 2020. Elaboração CNA.
*Fatia de participação na produção mundial.
Disponível em: www.cnabrasil.org.br. Acesso em: 15 out. 2021.
Qual condição favoreceu o cenário produtivo exposto na figura?
A Redução do poder de compra da população brasileira.
B Ampliação da entrada do capital agroindustrial no campo.
C Diminuição do uso de trabalho especializado na agropecuária.
D Valorização da moeda nacional em relação ao dólar americano.
E Inclusão de pequenas propriedades em cultivos de subsistência.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"64";"Em toda a sua carreira política, Getúlio Vargas sempre contara com o seu talento pessoal de persuasão e poder de manipulação.
Agora, porém, seus amigos começavam a perceber que ele parecia envelhecido e cansado. A principal figura da oposição, concordavam
eles, era o belicoso jornalista Carlos Lacerda. Se ao menos pudessem “removê-lo” do cenário político, talvez Vargas se salvasse
da situação. Esses seguidores decidiram tomar o assunto em suas próprias mãos com o atentado da Rua Tonelero.
SKDIMORE, T. Brasil: de Getúlio a Castelo. Rio de Janeiro: Paz e Terra, 2003 (adaptado).
Nesse contexto, a ação dos aliados de Getúlio Vargas teve como consequência imediata o(a)
A intensificação dos ataques do grupo udenista.
B intervenção dos sindicatos no conflito partidário.
C mobilização da sociedade na defesa do governo.
D abandono da censura aos meios de comunicação.
E apoio dos parlamentares aos candidatos oposicionistas.
26 
ENEM";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"65";"O que eu queria ter sido
Um nome para o que sou, importa muito pouco. Importa
o que eu gostaria de ser. O que eu gostaria de ser era uma
lutadora. Quero dizer, uma pessoa que luta pelo bem dos outros.
Isso desde pequena eu quis. Por que foi o destino me levando
a escrever o que já escrevi, em vez de também desenvolver em
mim a qualidade de lutadora que eu tinha? Em pequena, minha
família por brincadeira chamava-me de “a protetora dos animais”.
Porque bastava acusarem uma pessoa para eu imediatamente
defendê-la. E eu sentia o drama social com tanta intensidade que
vivia de coração perplexo diante das grandes injustiças a que são
submetidas as chamadas classes menos privilegiadas.
LISPECTOR, C. Aprendendo a viver. Rio de Janeiro: Rocco Digital, 2013.
A reflexão contida no texto faz referência aos pressupostos
de uma doutrina ética representada pelo
A estado eudaimônico.
B referencial hedonista.
C pensamento altruísta.
D movimento antiespecista.
E comportamento pragmático.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"66";"Independência de pensamento, autonomia e direito
à oposição política estão perdendo sua função crítica básica
numa sociedade que parece cada vez mais capaz de atender
às necessidades dos indivíduos através da forma pela qual é
organizada. Nas condições de um padrão de vida crescente,
o não conformismo com o próprio sistema parece socialmente
inútil, principalmente quando acarreta desvantagens econômicas
e políticas tangíveis e ameaça o funcionamento suave do todo.
MARCUSE, H. Ideologia da sociedade industrial.
Rio de Janeiro: Zahar, 1969.
Qual é a característica da sociedade industrial do século XX
apresentada no texto?
A Gestão integrada.
B Relativismo moral.
C Desobediência civil.
D Realidade unidimensional.
E Desenvolvimento tecnológico.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"67";"Do ponto de vista administrativo e judicial, a desapropriação
da fazenda Cabaceiras, localizada na região sul do estado do
Pará, é a primeira da história motivada pelo desrespeito à função
social de um imóvel rural, como prevê a Constituição Federal
de 1988, em decorrência da exploração de “trabalho em condições
análogas à escravidão”. Na realidade, essa desapropriação não se
deu apenas pela ocorrência de relações de trabalho extremamente
degradantes, mas também pelas graves infrações ambientais
verificadas na fazenda — o que também configura um ataque
à função social da terra, de acordo com os preceitos constitucionais.
BARROS, C. J. A conquista da fazenda Cabaceiras. Disponível em:
www.agb.org.br. Acesso em: 15 maio 2023.
ENEM
M2025
O texto considera a promoção da justiça como um mecanismo de
A manutenção da ordem agrária.
B legitimação da propriedade privada.
C hegemonia das classes dominantes.
D revisão das desigualdades econômicas.
E homogeneização da distribuição fundiária.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
"68";"Salvador, capital do estado da Bahia.
Disponível em: https://mundoeducacao.uol.com.br.
Acesso em: 20 out. 2023.
A análise dos elementos presentes na fotografia permite
identificar qual característica socioespacial?
A Estagnação da especulação imobiliária.
B Conservação da arquitetura colonial.
C Implantação de moradias populares.
D Predomínio da atividade comercial.
E Processo de verticalização urbana.";"CIÊNCIAS HUMANAS E SUAS TECNOLOGIAS"
